Date,Time,Location,Operator,Flight,Route,ACType,Registration,cn/ln,Aboard,AboardPassangers,AboardCrew,Fatalities,FatalitiesPassangers,FatalitiesCrew,Ground,Summary
05-07-1981,10:53,"RiodelaPlata,Argentina",AustralLineasAeras(Argentina),901,Tucuman-BuenosAires,BACOne-Eleven529FR,LV-LOX,212,31,26,5,31,26,5,0,Theaircraftcrashedintoariverbedaftertwomissedapproachesandwhileinaholdingpattern.Severeturbulenceandthunderstormswhereoccurringinarea.Lossofcontroloftheaircraftandimpactwiththewaterbyanerrorofthepilotinassessingthemeteorologicalconditionsoncrossingthroughazoneofextremelyviolentcumulonimbusclouds.Windshear.
6/14/1981,16:22,"Ust-Barguzin,Russia",Aeroflot,498,Ulan-Severomuysk,IlyushinIl-14,CCCP-41838,147001141,48,44,4,48,44,4,0,ThecrewinformedATCtheycouldseethefieldbutcrashed30kmfromtheairport.
8/22/1981,10:00,"NearSanyi,Miao-li,Taiwan",FarEasternAirTransport,103,Taipei-Kaohsiung,BoeingB-737-222,B-2603,19939/151,110,104,6,110,104,6,0,Theaircraftexperiencedin-flightstructuralfailure.Severecorrosioninbellyofplaneledtoapressurehullruptureanddisintegrationoftheplane.
8/24/1981,9:21,"NearZavitinsk,Russia",Aeroflot/Military-RussianAirForce,811,Komsomol'sk-na-Amure-Blagoveshchensk,AntonovAN-24RV/SovietAirForceTU-16,CCCP-46653,47309204,32,27,5,31,26,5,0,"MidaircollisionwithaSovietAirForceTU-16.Theonlysurvivingpassenger,a20yearoldwomanwasfoundinaforest3dayslater.PoorcommunicationbetweencivilianandmilitaryATCs."
8/29/1981,20:30,"Zeya,Russia",Aeroflot,674,Chita-Zeya,YakovlevYAK-40,CCCP-87346,9511539,34,29,5,3,1,2,0,"Flewintotreesshortandtotherightoftherunway,crashedandcaughtfire.Crewdescendedbelowminimumswithoutvisualcontactwiththeground."
9/18/1981,7:13,"Zeleznogorsk,Russian",Aeroflot/Military-Russian,V-652,Irkutsk-Zeleznogorsk,YakovlevYAK-40/MilMi-8,CCCP-87455,9431236,40,29,11,40,29,11,0,MidaircollisionwithamilitaryMi-8helicopter(CCCP-22268).Thirty-threekilledaboardtheYak-40.
9/29/1981,19:00,"Tehran,Iran",Military-IranianAirForce,IIAF552,Ahwaz-Tehran,LockheedC-130H,5-158-8552,4594,80,75,5,60,75,5,20,CrashedintoTirSquarewhileonapproachtoland.KilledwereIran'sDefenseMinisterandothermilitaryofficals.
10-06-1981,17:12,"Moerdijk,Netherlands",NLM(NederlandseLuchtvaartMaatschappij),HN431,Rotterdam-Eindhoven-Hamburgh,FokkerF-28Fellowship4000,PH-CHI,11141,17,13,4,17,13,4,0,Theaircraftenteredanareaofsevereturbulenceandatornadowhichresultedintheseparationoftherightwingandin-flightbreakup.
12-01-1981,8:53,"Mt.SanPietro,nearAjaccio,Corsica,France",InexAdriaAviopromet(Yugoslavia),JP1308,Ljubljana-Ajaccio,McDonnellDouglasMD-81,YU-ANA,48047/998,180,173,7,180,173,7,0,TheaircraftcrashedintoamountainduringanapproachtoCampdellOroAirportinheavyfog.Thecrewwasnotproperlypreparedfortheapproach.Theminimumaltitudeandmaximumspeedlimitsoftheholdingpatternwereprobablynotretained.Impreciselanguageusedbythecrewandairtrafficcontroller.
1/13/1982,16:01,"Washington,D.C.",AirFlorida,90,"WashingtonD.C.-FortLauderdale,FL",BoeingB-737-222,N62AF,19556/130,79,74,5,74,70,4,4,"Theaircraftcrashedintothe14thSt.bridgeandthePotomacRiverandsankshortlyaftertakingofffromWashingtonNationalAirport.Theaircraftreachedapeakaltitudeof300ft.Theflightcrew'sfailuretousetheengineanti-icingsystemduringtakeoff.Failuretode-icetheplaneasecondtimebeforetakeoffandtakingoffwithsnow/iceontheairfoilsurfacesoftheaircraft.IcewhichaccumulatedontheenginepressureprobesresultedinerroneouslyhighEnginePressureRatio(EPR)readings.WhenthethrottlesweresettotakeoffEPR,theengineswereactuallydevelopingsignificantlylessthantakeoffthrust.Thecrew'sinexperienceinicingcondtionswasacontributingfactor."
1/23/1982,19:36,"LoganAirport,Boston,Massachusetts",WorldAirways,30H,Newark-Boston,McDonnellDouglasDC-10-30CF,N113WA,47821/320,212,200,12,2,2,0,0,"Whilelandingonanicyrunway,theaircrafttoucheddown2,800feetbeyondthedisplacedthresholdandslidofftheendoftherunwayintoshallowwaterwiththenosesectiondetaching.Theminimalbrakingeffectivenessontheice-coveredrunway.Thecrewlandedwithoutsufficientinformationastorunwayconditions.LackofFAAregulations.Thepilot'sdecisiontoretainautothrottlespeedcontrolthroughouttheflareandtheconsequentextendedtouchdownpointontherunwaycontributedtotheseverityoftheaccident."
02-09-1982,8:47,"Tokyo,Japan",JapanAirLines,350,Fukuoka-Tokyo,McDonnellDouglasDC-8-61,JA-8061,45889/291,174,166,8,24,24,0,0,"Theaircraftflewintoshallowwater,100yardsmetersshortoftherunway,afterastrugglebetweenamentallyillcaptainandtheco-pilotandflightengineer.Theplanehitapproach-lightstanchionsextendingabovethebaywatersafterwhichthenosebrokeoff.Duringtheapproach,thecaptain,knowntohavementalproblems,puttheinboardenginesintoreverseinanattempttodestroytheaircraftwhiletheco-pilotandflightengineerbattledtorestrainhim."
2/21/1982,15:33,"Providence,RhodeIsland",PilgrimAirlines,458,NewYorkCity-Bridgeport-NewHaven-Groton-Boston,deHavillandDHC-6-100,N127PM,105,12,10,2,1,1,0,0,Theaircraftmadeanemergencylandingnearareservoirafterafireeruptedinthecockpitwhiletheaircraftwasen-routeunderIFRconditions.Thefirespreadtothecabinanddestroyedtheaircraftafterimpact.Thedeficientdesignoftheisopropylalcoholwindshieldwasher/deicersystemandtheinadequatemaintenanceofthesystemwhichresultedinanin-flightfire.Theignitionsourcewasnotdetermined.
03-11-1982,13:26,"Mehamn,Norway",Wideroe'sFlyveselksap,933,Berlevag-Mehamn,deHavillandCanadaDHC-6TwinOtter300,LN-BNK,568,15,13,2,15,13,2,0,"TheaircraftcrashedwhileonaflightfromBerlev?gtoMehamnafterthefailureofthetailfinandrudderinmoderateturbulence.Overloadduetoacombinationofclearairturbulence,mountainwaveandthepilotsspontaneousimproperactions.ThereissomecontroversysurroundingthiscrashincludingthepossiblitytheaircraftwasshotdownbyorcollidedwithaBritishNATOHarrierjetfighter."
4/26/1982,16:45,"NearYangshuo,Guangxi,China",CAAC,3303,Guangzhou-Guilin,HawkerSiddeleyTrident2E,B-266,2170,112,104,8,112,104,8,0,Theaircraftstruckamountaininheavyrainduringalandingattempt.
06-08-1982,2:25,"NearPacatuba,Brazil",VASP,168,RiodeJanerio-Fortaleza,BoeingB-727-212A,PP-SRK,21347/1282,137,128,9,137,128,9,0,"Theaircraftcrashedintoa2,500ft.mountain(SerradaAratanha)duringanapproachinheavyrainandfog.Despitetwoaltitudealertsystemwarningsandtheco-pilot'swarningofthemountainsahead,thecaptaincontinuedtodescendbelowtheminimumdescendaltitude.Non-observanceofairtrafficandcarrier'sprocedures."
6/24/1982,20:44,"MountGalunggung,Indonesia",BritishAirways,9,KualaLampur-Perth,BoeingB-747,G-BDXH,21635/365,257,247,10,0,0,0,0,"Theaircraftflewintoaplumefromavolcaniceruptionat37,000feetduringthenight.Allenginesfailedandthewindshieldlosttransparencybecauseofpitting.Thefirstenginewasrestartedat12,000feet,followedbytheotherthreeandtheplanelandedsafelyatJakarta.Theaircraftwasnamed""CityofEdinburgh."""
6/28/1982,10:49,"SouthernBelarus,USSR",Aeroflot,8641,Leningrad-Kiev,YakovlevYAK-42,CCCP-42529,8040104,132,124,8,132,124,8,0,"Fromanaltitudeof30,000ft.,amalfunctionoccurredcausingtheaircrafttocrash125milesfromitsdestination.In-flightfailureandjammingofstabilizerscrew-jackmechanismduetowear."
07-06-1982,0:35,"NearMoscow,Russia",Aeroflot,411,"	Moscow-	Dakar",IlyushinIL-62M,CCCP-86513,4037536,90,80,10,90,80,10,0,Theaircraftcrashedandburnedinfieldshortlyaftertakeoff.Failureoftheaircraft'spowerplantfirewarningsystemduetodesigndeficiencieswhichresultedinfalsefireindicationsinbothengines.
07-09-1982,16:09,"Kenner,Louisiana",PanAmericanWorldAirways,759,NewOrleans-LasVegas,BoeingB-727-235,N4737,19457/518,145,138,7,145,138,7,8,"Theaircraftcrashedduringathunderstorm,29secondsaftertakingofffromNewOrleansInternationalAirport.Theplanereachedanaltitudeof95to150feetandthenbegantodescendandcrashedintotreesandhousesburstingintoflames.Microbustinducedwindshear.Limitedcapabilityofcurrentground-basedlow-levelwindsheardetectiontechnology.Theaircraftwasnamed""ClipperDefiance."""
9/13/1982,12:00,"NearMalaga,Spain",Spantax,995,Malaga-NewYorkCity,McDonnellDouglasDC-10-30CF,EC-DEG,46962/238,394,381,13,50,47,3,0,Theaircraftcrashedduringtakeoffafterintensevibrationcausedbyablownretreadedtire.ThecrewabortedthetakeoffaboveVRandoverrantherunway.Theyalsofailedtoapplyreversethrustsymmetrically.
12-09-1982,13:27,"LaSerena,Chile",AeronorChile,304,Santiago-LaSerena,FairchildF-27J,CC-CJE,63,46,42,4,46,42,4,0,"Whileonapproach,theaircraftsuddenlybankedtotheleftandwentintoasteepdescentandcrashed.Inadequateflightproceduresbythepilotincommandafterexperiencingalossofpowerintheleftengine.Inadequateflightplanningbythepilot-in-commandincoordinatingtheadoptionofmeasuresandapplyingprocedurestosuccessfullyremedyastallconditioncausedbytotallossofpowerintheleftenginewhentheaircraftwasflyingatlowaltitudeonfinalapproachtoland."
01-11-1983,2:50,"Detroit,Michigan",UnitedAirLines,2885,Detroit-LosAngeles,McDonnellDouglasDC-8-54F37,N8053U,46010/406,3,0,3,3,0,3,0,"Aftertakingoffthecargoplanerolledtotherightwithwingsverticaltothegrounduntilitcrashedintoafield.Theflightcrew'sfailuretofollowproceduralchecklistrequirementsandtodetectandcorrectamistrimmedstabilizerbeforetheaircraftbecameuncontrollable.Contributingtotheaccidentwasthecaptainallowingthesecondofficer,whowasnotqualifiedtoactasapilot,tooccupytheseatofthefirstofficerandtoconductthetake-off."
04-07-1983,14:55,"Selawik,Alaska",MunzNorthernAirlines,601,Nome-Ambler,Britten-NormanBN-2A-8Islander,N37MN,558,3,2,1,2,1,1,0,Lostcontroloftheaircraftandcrashedinasnowstorm.ContinuedVFRflightinIFRconditions.
4/19/1983,18:09,"Leninakan,Russia",Aeroflot,E-46,Nalchik-Leninakan,YakovlevYAK-40,CCCP-87291,9320628,21,17,4,21,17,4,0,Thecrewdeviatedfromcoursewhiledescendingtoland.Navigationalerror.ATCproceduralerrorinnotidentifyingtheplanesposition.
4/26/1983,17:37,"IwakuniAB,Japan",Military-JapanMaritimeSelfDefenseForce,NKJ801,Training,ShinMeiwaPS-1,5801,1001,14,0,14,11,0,11,0,Crashednearanammodepot.
4/29/1983,15:10,"Guayaquil,Ecuador",SANEcuador,832,Guayaquil-Quito,SudAviationSE-210CaravelleVIR,HC-BAT,125,100,94,6,8,7,1,0,Oneoftheaircraft'senginesfailedshortlyaftertakeoffandtheplanelandedheavilyonmuddygroundandbrokeinthree.
05-05-1983,9:15,"EnrouteMiami,FL-Nassau,Bahamas",EasternAirLines,855,"Miami,FL-Nassau,Bahamas",LockheedL-1011,N334EA,1141,172,162,10,0,0,0,0,"ProceduralerrorbymaintenancecrewcausedO-ringsealtobeleftoffallthreeengines,causingalloiltoleakoutinflight.Oneengineshutdownatfirstsignoftrouble,followedbyfailureofothertwoengines.Firstenginerestartedatanaltitudeof3,000feetandranlongenoughtomakeasafelandingatMiami9minuteslater."
06-02-1983,19:20,"CincinnatiInternationalAirport,Covington/Hebron,Kentucky",AirCanada,797,Dallas-FortWorth-Toronto,McDonnellDouglasDC-9-32,C-FTLU,47196/278,46,41,5,23,23,0,0,"TheplanewasonaflightfromHoustontoTorontowithanintermediatestopatDallas-FortWorth.Anin-flightfireintherearlavatory,ofunknownorigin,forcedtheplanetomakeanemergencylandingatCincinnatiInternationalAirport.Fatalitiesoccurredfromsmokeinhalationandaflashfirethateruptedwhenexitdoorswereopened.Underestimationofthefireseverityandconflictingfireprogressreportstothecaptaindelayedaquickeremergencylanding.CanadianfolksingerStanRogers,33,killed.HewasgoinghomeafterattendingtheKerrvilleFolkFestivalinTexas.Hediedinthefirewhilehelpingotherpassengerstosafety."
06-08-1983,13:55,"NearColdBay,Alaska",ReeveAleutianAirways,8,"ColdBay,Alaska-Seattle,Washington",LockheedL-188CElectra,N1968R,2007,15,10,5,0,0,0,0,"Afterexperiencingastrongvibration,thenumber4propseparatedandstrucktheaircraftcausingamajorgashinthebottomoftheaircraft.Thisresultedindecompressionofthecabinandjammingoftheflightcontrols.Usingtheautopilot,whichusesseparatecables,thecrewwasabletomaintainlevelflight,butnotturnoradjustthethrottles..Astheflightcrewkepttryingheavycontrolinputs,theyworkedthecableslooseenoughtoregainsomecontrol.DivertingtoAnchorage,theywerebarelyabletodescendbystoppingasecondengine.Onthesecondattempttheywereabletogetlowenoughtolandsafely.Thecauseofthepropseparationwasnotdeterminedsinceitfellintotheocean"
7/23/1983,19:30,"Gimli,Manitoba,Canada",AirCanada,143,Montreal-Edmonton,BoeingB-767-233ER,C-GAUN,22520/47,69,61,8,0,0,0,0,"TheaircrafttookofffromMontrealboundforEdmontonwithlessthanhalfthefuelrequiredtomakethetrip.Acomputerknownasthe""FuelQuantityInformationSystemProcessor""wasnotworkingproperlysothegroundcrewmademanualcalculationsfortheamountofneededfuel.However,theyusedpounds/literforthespecificgravityfactorinsteadofkilograms/liter.ThiswasfirstmodelofaircraftofAirCanadatousekilograms.Theaircraftranoutoffuelat41,000feet.Withonlystandbyinstruments(magneticcompass,artificialhorizon,airspeedindicatorandaltimeter)andnoslatsorflaps,theplanelandedsafelyona7,200ft.runwayatGimli,aformerAirForcebaseconvertedintoaracingdragstrip.Theplanebecameknownasthe""GimliGlider.""TheTVmovieFallingfromtheSky:Flight174wasmadeaboutthisincidentin1995."
8/30/1983,23:17,"NearAlma-Ata,Kazakastan,USSR",Aeroflot,5463,Kazan-Chelyabinsk-Alma-Ata,TupolevTU-134A,CCCP-65129,60630,90,84,6,90,84,6,0,Crashedanburnedafterstrikingmountainwhileattemptingtoland.Proceduralerrors.
09-01-1983,18:26,"NearSakhalinIsland,Russia",KoreanAirlines,7,Anchorage-Seoul,BoeingB-747-230B,HL-7442,20559/186,269,246,23,269,246,23,0,"OnaflightfromAlaskatoSouthKorea,theairlinerdriftedoffcourseandtwicepenetratedSovietairspace.Duringthesecondpenetration,theairlinerwasshotdownbyaRussianSu-15AirForcefighterwithair-to-airmissiles.TheaircraftcrashedintointernationalwatersintheSeaofJapan.U.S.RepresentativefromGeorgiaLawrenceMcDonaldkilled.Becauseofanimpropernavigationalsettingtheplanedriftedoffcourse.TherewasaU.S.spyplaneinthevacinityofthe007flight.The007planewasmistakenforthespyplane.ThefighterpilotwasorderedbySovietcommandtoshootdowntheplane.Twoair-to-airmissileswerelaunchedbythefighterandstrucktheBoeing747.Cabinpressurewaslostandtheaircraftsufferedcontrolproblems,causingtheplanetogointoadiveandbreakup,crashingintotheocean."
9/23/1983,15:30,"NearMinaJebelAli,UAE",GulfAir,771,Karachi-AbuDhabi,BoeingB-737-2P6,A40-BK,21734/566,112,107,5,112,107,5,0,Crashedintothedesertafteradistressmessageandduringanemergencylandingattempt.Detonationofanexplosivedeviceinthebaggagecompartment.
10-11-1983,20:53,"Pinckneyville,Illinois",AirIllinois,701,"Springfield,Il-Carbondale,IL",HawkerSiddeleyHS-748-FAA,N748LL,1716,10,7,3,10,7,3,0,"TwominutesoutofSpringfield,theleftgeneratorsufferedacompletemechanicalfailure.Thefirstofficermistakenlyshutdowntherightgeneratorandallattemptsatbringitbacktolifefailed.Althoughtheplanecouldbeflownsafelyonbatteriesforabout30minutesthecaptaindecidedtocontinueontowardsCarbondale,thirty-nineminutesaway.Thebatterieslastedforthirty-oneminutes.Theaircraftlostallpower,turnedblindly180degreesandcrashedinaruralarea."
11/27/1983,10:06,"Madrid-Barajas,Spain",AVIANCA,11,Paris-Madrid-Bogota,BoeingB-747-283B,HK-2910,21381,192,169,23,181,158,23,0,"WhileattemptingtolandatMadrid,thecrewinterceptedthewrongILStrackwhichcausedthepilottoinitiatearightturnshortoftheVORbeacon.Theaircraftimpactedaseriesofhillsduringwhichtherightwingbrokeoff,theaircraftcartwheeledandbrokeinto5piecesandcametorestupsidedown.Proceduralerrorsbythecrewincludingthepilotnotknowinghisprecisepositionbeforedescending,failureofthecrewtotakecorrectiveactionafterawarningfromthegroundproximitywarningsystemanddeficientteamworkontheflightdeck.Theaircraftwasnamed""MagnusViking,""LN-RNAanddry-leasedfromSAS."
12-07-1983,9:40,"NearMadrid,Spain",IberiaAirlines/Aviaco,350/134,Madrid-Rome,BoeingB-727-200/DC9-32,EC-CFJ/EC-CGS,20820/47645,135,120,15,93,87,6,0,"Whiletakingoff,theB-727strucktheDC-9ontherunwayinpoorvisibility,fogandsnow.Becauseofpoorvisibilityandinadequatesignsandmarkingsthe,DC-9inadvertentlywanderedontherunwaybeingusedbytheB-727totakeoff.Theairporthadnogroundradar.Fifty-oneaboardthe727andall42aboardtheDC-9werekilled.Mexicanactress,Mar?a""FannyCano""Dami?n,39,amongthosekilled."
12/24/1983,8:53,"Leshukonskoye,Russia",Aeroflot,601,Arkhangelsk-Leshukonskoye,AntonovAN-24,CCCP-46617,37308704,49,44,5,44,39,5,0,"Theairlinercrashedonapproachinadverseweather.Insteadofago-aroundthepilotputtheplaneinatightturntotherightwithahighslipangle,leadingtoalossofairspeed.Afterdescendingthroughdecisionheightthepilotattemptedago-aroundbuttheplanerolledtotheleftandlostaltitude.Afterthebankanglereached90degreestheaircraftcrashedshortoftherunway."
2/28/1984,16:16,"JFKAirport,NewYork,NewYork",ScandinavianAirlines(SAS),901,"Oslo,Norway,NewYork,NY",McDonnellDouglasDC-10-30,LN-RKB,46871,177,163,14,0,0,0,0,"WhileattemptingtolandatJFK,NewYork,theaircrafttoucheddown4,700feetbeyondthethreshold,slidoffendofrunwayandcametorestinatidalwaterway.Thecrew'sdisregardforprescribedproceduresformonitoringandcontrollingofairspeedduringthefinalstagesoftheapproachanddecisiontocontinuethelandingratherthantoexecuteamissedapproach.Overrelianceontheautothrottlespeedcontrolsystemwhichhadahistoryofrecentmalfunctions."
8/24/1984,11:18,"SanLuisObispo,California",WingsWestAirlines/Private,628,SanLuisObispo-SanFransisco,BeechcraftC99/Rockwell112TC,N6399U/N112SM,U187/,17,13,4,17,13,4,0,"Ahead-onmidaircollisionoccurredat3,400ft.nearSanLuisObispoAirport.TheBeechwasclimbingandtheRockwellwasdescending.TwoaboardtheRockwellaircraftwerekilledalongwith15aboardtheBeech.Failureofthepilotsofbothaircrafttofollowtherecommendedcommunicationsandtrafficadvisorypracticesforuncontrolledairportsinalertingeachothertotheirpresence.Underlyingtheaccidentwerethephysiologicallimitationsofhumanvisionandreactiontime."
9/18/1984,11:04,"Quito,Ecuador",AECACargo,767-103,Quito-Guayaquil,McDonnellDouglasDC-8F-55,HC-BKN,45754/224,4,0,4,4,0,4,49,"Whiletakingoff,thecargoplanewasunabletogainaltitudeandcrashedintobuildingsattheendoftherunway.Impropercalculationofcenterofgravity,loaddistributionandmaximumtakeoffweightforexistingrunwayandweatherconditions."
10-11-1984,5:40,"NearOmsk,Russia",Aeroflot,3352,Krasnodar-Omsk,TupolevTU-154B,CCCP-85243,243,179,170,9,174,169,5,4,"Whilelanding,thecrewnoticedsomethingontherunway,tookevasiveactionandcrashedintotwocleaningvehicles.Theflyingcontrolofficer(ATC)fellasleepanddidnotinformthecontrollerscleaningvehicleswereontherunway."
12-06-1984,18:14,"Jacksonville,Florida",Provincetown-BostonAirlines,1039,Jacksonville-Tampa,Embraer110P1Bandeirante,N96PB,110-365,13,11,2,13,11,2,0,"Aftertakingoff,theaircraftwentintoasteepdive,crashedandburned7,800ft.beyondthedepartureendoftherunway.Malfunctionoftheelevatorcontrolsystemorelevatortrimsystem.Thereactionoftheflightcrewtocorrectthepitchcontrolproblemoverstressedtheleftelevatorcontrolrod,whichresultedinasymmetricalelevatordeflectionandoverstressfailureofthehorizontalstabilizerattachmentstructure."
12/23/1984,14:15,"NearKranoyarsk,Russia",Aeroflot,3519,Krasnoyarsk-Irkutsk,TupolevTU-154B-2,CCCP-85338,338,111,104,7,110,103,7,0,TheaircraftcrashedwhileattemptinganemergencylandingaftertheNo.3enginecaughtfire.Failureofacompressor.
01-01-1985,20:30,"NearLaPaz,Bolivia",EasternAirLines,980,"Asuncion,Paraguay-LaPaz,Bolivia",BoeingB-727-225Adv,N819EA,22556/1793,29,19,10,29,19,10,0,"TheaircrafthitMt.Illimaniatanaltitudeof19,600feetafterbeingclearedtodescendduringanapproachtoLaPaz.Thecrewdidnotfollowtheprescribedairway.Navigationerror.Controlledflightintoterrain."
1/21/1985,1:04,"Reno,Nevada",GalaxyAirlines,203,"Reno,NV-Minneapolis-St.Paul,MN",LockheedL-188AElectra,N5532,1121,71,65,6,70,64,6,0,"Theaircraftcrashedwhilereturningtotheairportafterreportingseverevibrations.Whileattemptingtoland,theaircraftcrashedintoafield,bouncedandslidintomobilehomes.Agroundhandlerforgottocloseanairstartaccessdoor.Thecrew'sfailuretocontrolandmonitortheflightpathandairspeedoftheaircraftafterdetectingthevibration."
1/23/1985,10:35,"NearBuga,Colombia",AIRESColombia,585,Florencia-Cali,Embraer110P1Bandeirante,HK-2638,110341,17,15,2,17,15,2,0,"Theaircraftcrashedintoamountainat8,500ft.whiledescendingtolandatBuga.ContinuedVFRflightintodeterioratingweatherconditions."
